Rk;Player;Nacionalidad;Posicion;Equipo;Competicion;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;;CrdY;CrdR
216;Bradley Barcola;fr FRA;FW,MF;Paris S-G;fr Ligue 1;20;2002;25;18;1370;15.2;4;7;11;4;0;;3;1
217;Melvin Bard;fr FRA;DF;Nice;fr Ligue 1;22;2000;32;31;2654;29.5;1;2;3;1;0;;7;1
218;Nicolò Barella;it ITA;MF;Inter;it Serie A;26;1997;37;34;2846;31.6;2;3;5;2;0;;7;0
219;Kike Barja;es ESP;FW,MF;Osasuna;es La Liga;26;1997;16;3;303;3.4;0;0;0;0;0;;3;0
220;Ross Barkley;eng ENG;MF;Luton Town;eng Premier League;29;1993;32;30;2618;29.1;5;4;9;5;0;;6;0
221;Aymen Barkok;ma MAR;MF,FW;Mainz 05;de Bundesliga;25;1998;13;1;321;3.6;1;0;1;1;0;;2;0
222;Harvey Barnes;eng ENG;FW,MF;Newcastle Utd;eng Premier League;25;1997;21;7;802;8.9;5;3;8;5;0;;2;0
223;Leandro Barreiro Martins;lu LUX;MF;Mainz 05;de Bundesliga;23;2000;31;29;2606;29.0;4;1;5;4;0;;8;0
224;Enzo Barrenechea;ar ARG;MF;Frosinone;it Serie A;22;2001;36;32;2811;31.2;0;1;1;0;0;;10;0
225;Ander Barrenetxea;es ESP;FW,MF;Real Sociedad;es La Liga;21;2001;29;20;1427;15.9;4;1;5;4;0;;1;0
226;Pablo Barrios;es ESP;MF;Atlético Madrid;es La Liga;20;2003;24;17;1555;17.3;0;1;1;0;0;;5;0
227;Davide Bartesaghi;it ITA;DF,MF;Milan;it Serie A;17;2005;6;0;79;0.9;0;0;0;0;0;;0;0
228;Marc Bartra;es ESP;DF;Betis;es La Liga;32;1991;3;3;225;2.5;0;0;0;0;0;;1;0
229;Federico Baschirotto;it ITA;DF;Lecce;it Serie A;26;1996;37;37;3294;36.6;0;1;1;0;0;;3;1
230;Steven Baseya;fr FRA;DF;Strasbourg;fr Ligue 1;18;2005;2;0;6;0.1;0;0;0;0;0;;0;0
231;Chris Basham;eng ENG;DF,MF;Sheffield Utd;eng Premier League;35;1988;8;3;321;3.6;0;0;0;0;0;;1;0
232;Toma Bašić;hr CRO;MF;Salernitana;it Serie A;26;1996;15;14;1162;12.9;0;0;0;0;0;;5;0
233;Calvin Bassey;ng NGA;DF;Fulham;eng Premier League;23;1999;29;25;2303;25.6;1;0;1;1;0;;6;1
234;Alessandro Bastoni;it ITA;DF;Inter;it Serie A;24;1999;28;28;2268;25.2;1;3;4;1;0;;5;0
235;Simone Bastoni;it ITA;MF,DF;Empoli;it Serie A;26;1996;16;9;745;8.3;1;0;1;1;0;;3;0
236;Augusto Batalla;ar ARG;GK;Granada;es La Liga;27;1996;17;17;1530;17.0;0;0;0;0;0;;3;0
237;Daniel Batz;de GER;GK;Mainz 05;de Bundesliga;32;1991;4;4;360;4.0;0;0;0;0;0;;0;0
238;Maximilian Bauer;de GER;DF;Augsburg;de Bundesliga;23;2000;14;9;810;9.0;1;0;1;1;0;;3;0
239;Elias Baum;de GER;DF,MF;Eint Frankfurt;de Bundesliga;17;2005;4;0;28;0.3;0;0;0;0;0;;0;0
240;Oliver Baumann;de GER;GK;Hoffenheim;de Bundesliga;33;1990;34;34;3060;34.0;0;1;1;0;0;;1;0
241;Christoph Baumgartner;at AUT;MF,FW;RB Leipzig;de Bundesliga;23;1999;32;11;1158;12.9;5;1;6;5;0;;3;0
242;Bebé;cv CPV;MF,FW;Rayo Vallecano;es La Liga;33;1990;19;0;212;2.4;2;0;2;1;1;;1;0
243;Ihlas Bebou;tg TOG;FW,DF;Hoffenheim;de Bundesliga;29;1994;32;16;1636;18.2;7;5;12;7;0;;3;0
244;Mohamed Bechikh;fr FRA;FW,MF;Strasbourg;fr Ligue 1;18;2005;2;0;14;0.2;0;0;0;0;0;;0;0
245;Adrian Beck;de GER;MF,FW;Heidenheim;de Bundesliga;26;1997;23;11;974;10.8;1;1;2;1;0;;1;0
246;Owen Beck;wls WAL;DF;Liverpool;eng Premier League;20;2002;1;0;8;0.1;0;0;0;0;0;;0;0
247;Sheraldo Becker;sr SUR;FW,MF;Real Sociedad;es La Liga;28;1995;15;8;771;8.6;2;2;4;2;0;;1;0
248;Sheraldo Becker;sr SUR;FW,MF;Union Berlin;de Bundesliga;28;1995;11;7;645;7.2;0;1;1;0;0;;0;0
249;Chris Bedia;ci CIV;FW,MF;Union Berlin;de Bundesliga;27;1996;7;0;145;1.6;1;0;1;1;0;;0;0
250;Donny van de Beek;nl NED;DF;Manchester Utd;eng Premier League;26;1997;1;0;3;0.0;0;0;0;0;0;;0;0
251;Donny van de Beek;nl NED;MF,FW;Eint Frankfurt;de Bundesliga;26;1997;8;4;357;4.0;0;0;0;0;0;;1;0
252;Yanis Begraoui;ma MAR;FW,MF;Toulouse;fr Ligue 1;22;2001;14;3;300;3.3;0;0;0;0;0;;0;0
253;Kevin Behrens;de GER;FW;Wolfsburg;de Bundesliga;32;1991;13;7;616;6.8;1;1;2;1;0;;1;0
254;Kevin Behrens;de GER;FW;Union Berlin;de Bundesliga;32;1991;18;14;1262;14.0;4;0;4;4;0;;3;0
255;Maximilian Beier;de GER;FW,MF;Hoffenheim;de Bundesliga;20;2002;33;29;2420;26.9;16;1;17;16;0;;0;0
256;Jérémie Bela;ao ANG;MF,FW;Clermont Foot;fr Ligue 1;30;1993;12;1;203;2.3;0;0;0;0;0;;0;0
257;Reda Belahyane;fr FRA;MF;Hellas Verona;it Serie A;19;2004;2;1;90;1.0;0;0;0;0;0;;0;0
258;Reda Belahyane;fr FRA;MF;Nice;fr Ligue 1;19;2004;1;0;27;0.3;0;0;0;0;0;;0;0
259;Amari'i Bell;jm JAM;DF;Luton Town;eng Premier League;29;1994;21;21;1720;19.1;0;0;0;0;0;;0;0
260;Stefan Bell;de GER;DF;Mainz 05;de Bundesliga;31;1991;10;8;666;7.4;0;0;0;0;0;;3;0
261;Alaa Bellaarouch;ma MAR;GK;Strasbourg;fr Ligue 1;21;2002;15;15;1350;15.0;0;0;0;0;0;;1;0
262;Raoul Bellanova;it ITA;DF;Torino;it Serie A;23;2000;37;36;3046;33.8;1;7;8;1;0;;5;0
263;Jean-Ricner Bellegarde;fr FRA;MF,FW;Wolves;eng Premier League;25;1998;22;10;958;10.6;2;1;3;2;0;;0;1
264;Jean-Ricner Bellegarde;fr FRA;MF,FW;Strasbourg;fr Ligue 1;25;1998;3;3;269;3.0;2;2;4;2;0;;2;0
265;Héctor Bellerín;es ESP;DF;Betis;es La Liga;28;1995;23;20;1711;19.0;0;1;1;0;0;;0;1
266;Jude Bellingham;eng ENG;MF;Real Madrid;es La Liga;20;2003;28;27;2315;25.7;19;6;25;18;1;;5;1
267;Jeanuël Belocian;fr FRA;DF;Rennes;fr Ligue 1;18;2005;23;16;1448;16.1;0;1;1;0;0;;0;0
268;Andrea Belotti;it ITA;FW;Fiorentina;it Serie A;29;1993;15;11;949;10.5;3;0;3;3;0;;0;0
269;Andrea Belotti;it ITA;FW;Roma;it Serie A;29;1993;14;6;679;7.5;3;2;5;3;0;;1;0
270;Fran Beltrán;es ESP;MF;Celta Vigo;es La Liga;24;1999;33;28;2428;27.0;0;0;0;0;0;;2;0
271;Lucas Beltrán;ar ARG;FW,MF;Fiorentina;it Serie A;22;2001;32;21;1692;18.8;6;2;8;5;1;;6;0
272;Eliesse Ben Seghir;ma MAR;MF,FW;Monaco;fr Ligue 1;18;2005;13;4;428;4.8;2;1;3;2;0;;0;1
273;Anis Ben Slimane;tn TUN;MF;Sheffield Utd;eng Premier League;22;2001;15;4;419;4.7;0;0;0;0;0;;2;0
274;Wissam Ben Yedder;fr FRA;FW;Monaco;fr Ligue 1;32;1990;32;26;2316;25.7;16;2;18;15;1;;2;0
275;Carlos Benavídez;uy URU;MF;Alavés;es La Liga;25;1998;29;10;1136;12.6;3;1;4;3;0;;5;0
276;Ismaël Bennacer;dz ALG;MF;Milan;it Serie A;25;1997;20;13;1151;12.8;2;2;4;1;1;;2;0
277;Saïd Benrahma;dz ALG;FW,MF;West Ham;eng Premier League;27;1995;13;5;620;6.9;0;1;1;0;0;;1;0
278;Saïd Benrahma;dz ALG;FW,MF;Lyon;fr Ligue 1;27;1995;12;10;770;8.6;3;3;6;3;0;;2;0
279;Ramy Bensebaini;dz ALG;DF;Dortmund;de Bundesliga;28;1995;17;11;1033;11.5;0;0;0;0;0;;4;1
280;Nabil Bentaleb;dz ALG;MF;Lille;fr Ligue 1;28;1994;26;23;1967;21.9;0;3;3;0;0;;7;0
281;Rodrigo Bentancur;uy URU;MF;Tottenham;eng Premier League;26;1997;23;13;1005;11.2;1;1;2;1;0;;7;0
282;Daniel Bentley;eng ENG;GK;Wolves;eng Premier League;30;1993;5;3;383;4.3;0;0;0;0;0;;0;0
283;Lucas Beraldo;br BRA;DF;Paris S-G;fr Ligue 1;19;2003;13;12;1008;11.2;1;0;1;1;0;;4;1
284;Domenico Berardi;it ITA;FW;Sassuolo;it Serie A;28;1994;17;17;1431;15.9;9;3;12;4;5;;6;0
285;Yuri Berchiche;es ESP;DF;Athletic Club;es La Liga;33;1990;27;22;1930;21.4;3;1;4;3;0;;5;0
286;Álex Berenguer;es ESP;FW;Athletic Club;es La Liga;28;1995;35;15;1592;17.7;7;3;10;6;1;;4;0
287;Bartosz Bereszyński;pl POL;DF;Empoli;it Serie A;31;1992;24;22;1762;19.6;0;1;1;0;0;;3;0
288;Jóhann Berg Guðmundsson;is ISL;MF,FW;Burnley;eng Premier League;32;1990;26;12;1192;13.2;1;3;4;1;0;;2;0
289;Sander Berge;no NOR;MF;Burnley;eng Premier League;25;1998;37;34;3005;33.4;1;2;3;1;0;;10;1
290;Etrit Berisha;al ALB;GK;Empoli;it Serie A;34;1989;14;14;1260;14.0;0;0;0;0;0;;0;0
291;Medon Berisha;al ALB;FW,MF;Lecce;it Serie A;19;2003;6;2;205;2.3;0;0;0;0;0;;0;0
292;Mergim Berisha;de GER;FW;Hoffenheim;de Bundesliga;25;1998;6;0;144;1.6;0;0;0;0;0;;0;0
293;Mergim Berisha;de GER;FW;Augsburg;de Bundesliga;25;1998;2;2;122;1.4;0;0;0;0;0;;0;0
294;Bernardo;br BRA;DF;Bochum;de Bundesliga;28;1995;33;33;2924;32.5;1;0;1;1;0;;9;0
295;Victor Bernth Kristiansen;dk DEN;DF;Bologna;it Serie A;20;2002;32;26;2307;25.6;0;3;3;0;0;;4;0
296;Matúš Bero;sk SVK;MF,FW;Bochum;de Bundesliga;27;1995;24;20;1661;18.5;1;1;2;1;0;;6;0
297;Luke Berry;eng ENG;MF,DF;Luton Town;eng Premier League;31;1992;17;2;323;3.6;2;1;3;2;0;;1;0
298;Dimitry Bertaud;cd COD;GK;Montpellier;fr Ligue 1;25;1998;4;4;360;4.0;0;0;0;0;0;;0;0
299;Jan-Niklas Beste;de GER;FW,MF;Heidenheim;de Bundesliga;24;1999;31;31;2603;28.9;8;11;19;8;0;;4;0
300;Beto;gw GNB;FW;Everton;eng Premier League;25;1998;30;9;951;10.6;3;0;3;3;0;;2;0
301;Beto;gw GNB;FW;Udinese;it Serie A;25;1998;1;1;74;0.8;0;0;0;0;0;;0;0
302;Davide Bettella;it ITA;MF;Monza;it Serie A;23;2000;1;0;3;0.0;0;0;0;0;0;;0;0
303;Sam Beukema;nl NED;DF;Bologna;it Serie A;24;1998;30;29;2547;28.3;1;1;2;1;0;;6;1
304;Jordan Beyer;de GER;DF;Burnley;eng Premier League;23;2000;15;15;1234;13.7;0;1;1;0;0;;6;0
305;Pep Biel;es ESP;MF,FW;Augsburg;de Bundesliga;26;1996;11;0;285;3.2;0;0;0;0;0;;1;0
306;Jaka Bijol;si SVN;DF;Udinese;it Serie A;24;1999;24;23;2084;23.2;0;0;0;0;0;;4;0
307;El Bilal Touré;ml MLI;FW;Atalanta;it Serie A;21;2001;11;3;394;4.4;2;0;2;2;0;;2;0
308;Philip Billing;dk DEN;MF;Bournemouth;eng Premier League;27;1996;29;13;1398;15.5;2;2;4;2;0;;3;1
309;Cristiano Biraghi;it ITA;DF;Fiorentina;it Serie A;30;1992;29;27;2356;26.2;2;5;7;2;0;;8;0
310;Davide Biraschi;it ITA;DF;Genoa;it Serie A;29;1994;1;1;90;1.0;1;0;1;1;0;;0;0
311;Samuele Birindelli;it ITA;DF;Monza;it Serie A;24;1999;35;22;2013;22.4;0;2;2;0;0;;7;0
312;Tom Bischof;de GER;MF,FW;Hoffenheim;de Bundesliga;18;2005;13;1;178;2.0;0;2;2;0;0;;0;0
313;Yves Bissouma;ml MLI;MF;Tottenham;eng Premier League;26;1996;28;26;2068;23.0;0;0;0;0;0;;10;2
314;Leonardo Bittencourt;de GER;MF;Werder Bremen;de Bundesliga;29;1993;29;19;1578;17.5;1;2;3;1;0;;9;0
315;Marco Bizot;nl NED;GK;Brest;fr Ligue 1;32;1991;32;32;2876;32.0;0;0;0;0;0;;3;1
316;Antonio Blanco;es ESP;MF;Alavés;es La Liga;23;2000;33;29;2426;27.0;0;1;1;0;0;;5;1
317;Rubén Blanco;es ESP;GK;Marseille;fr Ligue 1;28;1995;2;1;121;1.3;0;0;0;0;0;;0;0
318;Hendry Blank;de GER;DF;Dortmund;de Bundesliga;18;2004;1;0;45;0.5;0;0;0;0;0;;0;0
319;Ludovic Blas;fr FRA;FW,MF;Rennes;fr Ligue 1;25;1997;29;18;1563;17.4;4;1;5;3;1;;3;0
320;Janis Blaswich;de GER;GK;RB Leipzig;de Bundesliga;32;1991;21;21;1890;21.0;0;0;0;0;0;;0;0
321;Alexis Blin;fr FRA;MF;Lecce;it Serie A;26;1996;31;16;1642;18.2;0;2;2;0;0;;4;0
322;Daley Blind;nl NED;DF;Girona;es La Liga;33;1990;34;33;2972;33.0;1;2;3;1;0;;6;0
323;Myron Boadu;nl NED;FW;Monaco;fr Ligue 1;22;2001;9;0;85;0.9;1;0;1;1;0;;0;0
324;Benicio Boaitey;eng ENG;FW,DF;Brighton;eng Premier League;19;2004;5;0;40;0.4;0;0;0;0;0;;1;0
325;Jérôme Boateng;de GER;DF;Salernitana;it Serie A;34;1988;7;4;238;2.6;0;0;0;0;0;;0;0
326;Oscar Bobb;no NOR;FW,MF;Manchester City;eng Premier League;20;2003;14;2;302;3.4;1;1;2;1;0;;0;0
327;Sacha Boey;fr FRA;DF;Bayern Munich;de Bundesliga;22;2000;2;1;109;1.2;0;0;0;0;0;;1;0
328;Jeremie Boga;ci CIV;FW;Nice;fr Ligue 1;26;1997;28;24;1998;22.2;6;6;12;6;0;;1;0
329;Jayden Bogle;eng ENG;DF;Sheffield Utd;eng Premier League;23;2000;34;32;2788;31.0;3;0;3;3;0;;9;0
330;Emil Bohinen;no NOR;MF;Genoa;it Serie A;24;1999;5;0;56;0.6;0;0;0;0;0;;0;0
331;Emil Bohinen;no NOR;MF;Salernitana;it Serie A;24;1999;12;7;535;5.9;0;0;0;0;0;;1;0
332;Adama Bojang;gm GAM;FW;Reims;fr Ligue 1;19;2004;9;0;83;0.9;0;0;0;0;0;;1;0
333;Daniel Boloca;ro ROU;MF;Sassuolo;it Serie A;24;1998;30;23;2022;22.5;1;0;1;1;0;;6;1
334;Willy Boly;ci CIV;DF;Nott'ham Forest;eng Premier League;32;1991;20;18;1438;16.0;2;1;3;2;0;;3;1
335;Giacomo Bonaventura;it ITA;MF;Fiorentina;it Serie A;33;1989;31;27;2277;25.3;8;3;11;8;0;;6;0
336;Federico Bonazzoli;it ITA;FW,MF;Hellas Verona;it Serie A;26;1997;24;10;1016;11.3;3;1;4;3;0;;2;0
337;Warren Bondo;fr FRA;MF;Monza;it Serie A;19;2003;25;14;1475;16.4;1;1;2;1;0;;9;0
338;Giovanni Bonfanti;it ITA;DF;Atalanta;it Serie A;20;2003;2;1;89;1.0;0;0;0;0;0;;0;0
339;Victor Boniface;ng NGA;FW;Leverkusen;de Bundesliga;22;2000;23;18;1546;17.2;14;8;22;10;4;;2;0
340;Kevin Bonifazi;it ITA;DF;Bologna;it Serie A;27;1996;1;1;90;1.0;0;0;0;0;0;;0;0
341;Kevin Bonifazi;it ITA;DF;Frosinone;it Serie A;27;1996;6;3;309;3.4;0;0;0;0;0;;0;0
342;Leonardo Bonucci;it ITA;DF;Union Berlin;de Bundesliga;36;1987;7;6;460;5.1;1;0;1;0;1;;0;0
343;Ângelo Borges;br BRA;FW,MF;Strasbourg;fr Ligue 1;18;2004;21;11;1094;12.2;0;3;3;0;0;;1;0
344;Neto Borges;br BRA;DF;Clermont Foot;fr Ligue 1;26;1996;28;28;2516;28.0;0;1;1;0;0;;3;1
345;Yvandro Borges Sanches;lu LUX;MF,FW;Gladbach;de Bundesliga;19;2004;3;0;18;0.2;0;0;0;0;0;;0;0
346;Sebastiaan Bornauw;be BEL;DF;Wolfsburg;de Bundesliga;24;1999;20;16;1431;15.9;0;0;0;0;0;;5;0
347;Rafael Borré;co COL;FW;Werder Bremen;de Bundesliga;27;1995;19;11;991;11.0;4;0;4;4;0;;0;0
348;Gennaro Borrelli;it ITA;FW;Frosinone;it Serie A;23;2000;1;0;24;0.3;0;0;0;0;0;;0;0
349;Adri Bosch;es ESP;DF;Granada;es La Liga;22;2001;1;0;26;0.3;0;0;0;0;0;;0;0
350;Erik Botheim;no NOR;FW,MF;Salernitana;it Serie A;23;2000;7;4;316;3.5;0;0;0;0;0;;1;0
351;Sven Botman;nl NED;DF;Newcastle Utd;eng Premier League;23;2000;17;15;1377;15.3;2;2;4;2;0;;2;0
352;Saïmon Bouabré;fr FRA;MF;Monaco;fr Ligue 1;17;2006;1;0;45;0.5;0;0;0;0;0;;0;0
353;Ayyoub Bouaddi;fr FRA;MF;Lille;fr Ligue 1;15;2007;9;1;131;1.5;0;0;0;0;0;;3;1
354;Badredine Bouanani;dz ALG;FW;Nice;fr Ligue 1;18;2004;7;1;161;1.8;0;0;0;0;0;;0;0
355;Badredine Bouanani;dz ALG;MF;Lorient;fr Ligue 1;18;2004;11;4;443;4.9;1;0;1;1;0;;0;0
356;Mohamed Bouchenna;fr FRA;MF,FW;Clermont Foot;fr Ligue 1;17;2006;2;0;29;0.3;0;0;0;0;0;;1;0
357;Hicham Boudaoui;dz ALG;MF;Nice;fr Ligue 1;23;1999;29;17;1613;17.9;2;0;2;2;0;;5;0
358;Yassine Bounou;ma MAR;GK;Sevilla;es La Liga;32;1991;1;1;90;1.0;0;0;0;0;0;;0;0
359;Mehdi Bourabia;ma MAR;MF;Frosinone;it Serie A;31;1991;10;3;200;2.2;0;0;0;0;0;;1;0
360;Benjamin Bourigeaud;fr FRA;MF,FW;Rennes;fr Ligue 1;29;1994;32;29;2425;26.9;9;6;15;2;7;;1;0
361;Bilal Boutobba;fr FRA;FW,MF;Clermont Foot;fr Ligue 1;24;1998;27;10;926;10.3;1;1;2;1;0;;1;0
362;Hugo Boutsingkham;fr FRA;MF,FW;Nantes;fr Ligue 1;20;2003;2;0;11;0.1;0;0;0;0;0;;0;0
363;Edoardo Bove;it ITA;MF;Roma;it Serie A;21;2002;31;18;1780;19.8;0;2;2;0;0;;2;0
364;Jarrod Bowen;eng ENG;FW;West Ham;eng Premier League;26;1996;34;34;3019;33.5;16;6;22;16;0;;2;0
365;Lucas Boyé;ar ARG;FW;Granada;es La Liga;27;1996;31;30;2541;28.2;6;3;9;6;0;;8;1
366;Domagoj Bradarić;hr CRO;DF;Salernitana;it Serie A;23;1999;34;30;2749;30.5;0;3;3;0;0;;5;0
367;Conor Bradley;nir NIR;DF;Liverpool;eng Premier League;20;2003;11;10;753;8.4;1;3;4;1;0;;2;0
368;Bilal Brahimi;dz ALG;FW;Nice;fr Ligue 1;23;2000;2;0;11;0.1;0;0;0;0;0;;0;0
369;Bilal Brahimi;dz ALG;FW,MF;Brest;fr Ligue 1;23;2000;18;1;221;2.5;0;0;0;0;0;;1;1
370;Julian Brandt;de GER;MF,FW;Dortmund;de Bundesliga;27;1996;32;26;2223;24.7;7;11;18;7;0;;2;0
371;Jarrad Branthwaite;eng ENG;DF;Everton;eng Premier League;21;2002;35;35;3116;34.6;3;0;3;3;0;;8;0
372;Darko Brašanac;rs SRB;MF;Osasuna;es La Liga;31;1992;2;0;48;0.5;0;0;0;0;0;;0;0
373;Lilian Brassier;fr FRA;DF;Brest;fr Ligue 1;23;1999;30;30;2677;29.7;3;0;3;3;0;;11;1
374;Brau;es ESP;DF;Granada;es La Liga;21;2001;1;0;31;0.3;0;0;0;0;0;;0;0
375;Claudio Bravo;cl CHI;GK;Betis;es La Liga;40;1983;7;7;630;7.0;0;0;0;0;0;;0;0
376;Fabian Bredlow;de GER;GK;Stuttgart;de Bundesliga;28;1995;4;4;360;4.0;0;0;0;0;0;;0;0
377;Tim Breithaupt;de GER;MF;Augsburg;de Bundesliga;21;2002;16;6;629;7.0;0;0;0;0;0;;3;0
378;Josip Brekalo;hr CRO;FW;Fiorentina;it Serie A;25;1998;11;8;652;7.2;1;0;1;1;0;;0;0
379;Gleison Bremer;br BRA;DF;Juventus;it Serie A;26;1997;36;36;3233;35.9;3;0;3;3;0;;9;0
380;Brenner;br BRA;MF,FW;Udinese;it Serie A;23;2000;8;2;189;2.1;0;0;0;0;0;;0;0
381;Ben Brereton;cl CHI;FW,MF;Sheffield Utd;eng Premier League;24;1999;14;14;1105;12.3;6;1;7;5;1;;3;0
382;Ben Brereton;cl CHI;FW,MF;Villarreal;es La Liga;24;1999;14;2;270;3.0;0;0;0;0;0;;2;0
383;Marco Brescianini;it ITA;MF;Frosinone;it Serie A;23;2000;36;24;2321;25.8;4;2;6;4;0;;1;0
384;Maximilian Breunig;de GER;FW;Freiburg;de Bundesliga;22;2000;2;0;9;0.1;0;0;0;0;0;;0;0
385;Rhian Brewster;eng ENG;FW,MF;Sheffield Utd;eng Premier League;23;2000;13;3;346;3.8;0;0;0;0;0;;0;1
386;Bennit Bröger;de GER;FW;Wolfsburg;de Bundesliga;17;2006;1;0;11;0.1;0;0;0;0;0;;0;0
387;Armando Broja;al ALB;FW;Chelsea;eng Premier League;21;2001;13;6;454;5.0;1;0;1;1;0;;0;0
388;Armando Broja;al ALB;FW;Fulham;eng Premier League;21;2001;8;0;88;1.0;0;1;1;0;0;;0;0
389;Dylan Bronn;tn TUN;DF,MF;Salernitana;it Serie A;28;1995;4;0;52;0.6;0;0;0;0;0;;0;0
390;Andre Brooks;eng ENG;MF,DF;Sheffield Utd;eng Premier League;19;2003;20;12;938;10.4;0;0;0;0;0;;1;0
391;David Brooks;wls WAL;FW,MF;Bournemouth;eng Premier League;26;1997;13;2;282;3.1;1;1;2;1;0;;1;0
392;John Brooks;us USA;DF;Hoffenheim;de Bundesliga;30;1993;21;18;1539;17.1;2;0;2;2;0;;6;1
393;Moritz Broschinski;de GER;FW;Bochum;de Bundesliga;22;2000;26;14;1247;13.9;2;3;5;2;0;;4;0
394;Jacob Brown;sct SCO;MF,FW;Luton Town;eng Premier League;25;1998;19;12;1019;11.3;2;0;2;2;0;;4;0
395;Josh Brownhill;eng ENG;MF;Burnley;eng Premier League;27;1995;33;23;2252;25.0;4;2;6;4;0;;4;1
396;Alexander Brunst;de GER;GK;Darmstadt 98;de Bundesliga;28;1995;3;3;270;3.0;0;0;0;0;0;;2;0
397;Jacob Bruun Larsen;dk DEN;MF,FW;Burnley;eng Premier League;24;1998;32;16;1249;13.9;6;0;6;5;1;;1;0
398;Tajon Buchanan;ca CAN;DF;Inter;it Serie A;24;1999;10;0;161;1.8;1;0;1;1;0;;0;0
399;Ante Budimir;hr CRO;FW;Osasuna;es La Liga;32;1991;33;29;2435;27.1;17;2;19;14;3;;4;0
400;Hugo Bueno;es ESP;DF,MF;Wolves;eng Premier League;20;2002;22;7;741;8.2;0;0;0;0;0;;1;0
401;Manu Bueno;es ESP;MF;Sevilla;es La Liga;19;2004;4;1;117;1.3;0;0;0;0;0;;1;0
402;Santiago Bueno;uy URU;DF;Wolves;eng Premier League;24;1998;12;9;822;9.1;0;0;0;0;0;;1;0
403;Marius Bülter;de GER;DF,FW;Hoffenheim;de Bundesliga;30;1993;30;15;1351;15.0;1;4;5;1;0;;3;1
404;Facundo Buonanotte;ar ARG;FW,MF;Brighton;eng Premier League;18;2004;27;17;1364;15.2;3;1;4;3;0;;7;0
405;Alessandro Buongiorno;it ITA;DF;Torino;it Serie A;24;1999;29;29;2527;28.1;3;0;3;3;0;;7;0
406;Jonathan Burkardt;de GER;FW,MF;Mainz 05;de Bundesliga;23;2000;21;18;1538;17.1;8;2;10;7;1;;2;0
407;Oliver Burke;sct SCO;FW;Werder Bremen;de Bundesliga;26;1997;1;0;32;0.4;0;0;0;0;0;;0;0
408;Reece Burke;eng ENG;DF;Luton Town;eng Premier League;26;1996;22;20;1660;18.4;0;4;4;0;0;;5;0
409;Dan Burn;eng ENG;DF;Newcastle Utd;eng Premier League;31;1992;33;32;2726;30.3;2;2;4;2;0;;4;0
410;Rareș-Cătălin Burnete;ro ROU;FW;Lecce;it Serie A;19;2004;1;0;8;0.1;0;1;1;0;0;;0;0
411;Mason Burstow;eng ENG;FW;Chelsea;eng Premier League;19;2003;2;0;9;0.1;0;0;0;0;0;;0;0
412;Marnon Busch;de GER;DF;Heidenheim;de Bundesliga;28;1994;16;5;595;6.6;0;0;0;0;0;;1;0
413;Maxime Busi;be BEL;FW,DF;Reims;fr Ligue 1;23;1999;5;1;162;1.8;0;0;0;0;0;;1;0
414;Pablo Busto;es ESP;DF;Betis;es La Liga;17;2005;2;0;44;0.5;0;0;0;0;0;;0;0
415;Aurélio Buta;pt POR;DF,MF;Eint Frankfurt;de Bundesliga;26;1997;30;20;1744;19.4;1;1;2;1;0;;5;0
416;Marcin Bułka;pl POL;GK;Nice;fr Ligue 1;23;1999;34;34;3060;34.0;0;0;0;0;0;;2;0
417;Rémy Cabella;fr FRA;FW,MF;Lille;fr Ligue 1;33;1990;30;14;1477;16.4;2;2;4;2;0;;0;0
418;Jovane Cabral;cv CPV;MF,FW;Salernitana;it Serie A;25;1998;12;8;678;7.5;1;0;1;1;0;;1;0
419;Liberato Cacace;nz NZL;DF;Empoli;it Serie A;22;2000;31;18;1912;21.2;0;1;1;0;0;;6;0
420;Anthony Caci;fr FRA;DF;Mainz 05;de Bundesliga;26;1997;31;29;2486;27.6;2;3;5;2;0;;8;0
421;Moisés Caicedo;ec ECU;MF;Chelsea;eng Premier League;21;2001;35;33;2866;31.8;1;3;4;1;0;;11;0
422;Tom Cairney;sct SCO;MF;Fulham;eng Premier League;32;1991;34;14;1488;16.5;1;4;5;1;0;;3;0
423;Jens Cajuste;se SWE;MF;Napoli;it Serie A;23;1999;26;11;1016;11.3;0;2;2;0;0;;7;0
424;Davide Calabria;it ITA;DF;Milan;it Serie A;26;1996;29;26;2185;24.3;1;3;4;1;0;;5;2
425;Riccardo Calafiori;it ITA;DF;Bologna;it Serie A;21;2002;30;26;2349;26.1;2;5;7;2;0;;4;0
426;Mattia Caldara;it ITA;DF;Milan;it Serie A;29;1994;1;0;33;0.4;0;0;0;0;0;;0;0
427;Luca Caldirola;it ITA;DF;Monza;it Serie A;32;1991;29;23;2141;23.8;1;1;2;1;0;;7;1
428;Duje Ćaleta-Car;hr CRO;DF;Lyon;fr Ligue 1;26;1996;24;22;1993;22.1;0;0;0;0;0;;2;1
429;Hakan Çalhanoğlu;tr TUR;MF;Inter;it Serie A;29;1994;32;32;2556;28.4;13;3;16;3;10;;5;0
430;José Callejón;es ESP;MF,FW;Granada;es La Liga;36;1987;25;7;803;8.9;0;1;1;0;0;;2;0
431;Dominic Calvert-Lewin;eng ENG;FW;Everton;eng Premier League;26;1997;32;26;2171;24.1;7;2;9;5;2;;2;0
